0.000;0.00000;0.00000;0.00000
0.000;4.04707;-8.93152;0.00891
0.031;4.08418;-8.91956;-0.18622
0.067;3.88547;-8.90160;-0.07848
0.101;3.97166;-8.89201;-0.17065
0.136;3.99440;-8.90518;-0.08685
0.171;3.92856;-8.91716;-0.11319
0.207;3.96448;-8.91956;-0.01382
0.241;4.06503;-8.91118;-0.12755
0.278;3.96327;-8.91716;-0.05933
0.311;3.93095;-8.91595;-0.20656
0.346;4.01236;-8.92673;-0.10721
0.381;3.97884;-8.91237;-0.06410
0.416;4.04228;-8.92793;-0.07967
0.452;3.97166;-8.90399;-0.08087
0.486;4.00517;-8.90279;-0.14432
0.521;3.94173;-8.91356;-0.12157
0.556;3.91420;-8.93512;-0.07608
0.591;4.02434;-8.91956;-0.09523
0.626;4.09735;-8.92793;-0.00665
0.661;4.02553;-8.90039;-0.09283
0.696;3.94652;-8.92314;-0.14790
0.730;3.89384;-8.92314;-0.11678
0.766;3.98723;-8.89322;-0.07010
0.801;3.98602;-8.92554;-0.06889
0.835;3.96567;-8.91237;-0.12755
0.870;3.97166;-8.93272;-0.16705
0.905;3.96927;-8.89920;-0.11079
0.941;3.98123;-8.92793;-0.07848
0.976;3.98004;-8.91237;-0.10721
1.010;4.03751;-8.94350;-0.11079
1.047;4.00517;-8.92195;-0.10002
1.080;3.99200;-8.91118;-0.08327
1.115;3.95370;-8.93033;-0.09044
1.150;3.91180;-8.91835;-0.14311
1.185;4.04947;-8.92075;-0.09283
1.220;3.97166;-8.88484;-0.09044
1.257;3.95490;-8.95786;-0.12875
1.289;3.92856;-8.92793;-0.14790
1.325;4.00638;-8.92793;-0.10121
1.359;3.95370;-8.95546;-0.10481
1.394;3.96687;-8.92912;-0.19339
1.429;4.02673;-8.94229;-0.10960
1.464;4.00517;-8.92554;-0.10242
1.499;3.97046;-8.94829;-0.09523
1.534;3.85794;-8.96265;-0.16226
1.568;3.95610;-8.95187;-0.14909
1.604;4.00278;-8.90878;-0.09763
1.638;3.97046;-8.93752;-0.10242
1.674;3.91539;-8.96623;-0.14432
1.709;3.88068;-8.88843;-0.14909
1.744;3.93095;-8.98300;-0.09763
1.779;4.09377;-8.84413;-0.37895
1.814;3.92018;-8.92554;-0.02580
1.848;3.94293;-8.95187;-0.08206
1.884;3.95012;-8.91835;-0.19579
1.918;4.02194;-8.96863;-0.18501
1.954;3.96327;-8.93033;-0.17184
1.988;3.89384;-8.92912;-0.14909
2.025;3.98244;-8.94229;-0.16226
2.059;3.97884;-8.92314;-0.19818
2.093;4.00278;-8.92912;-0.23289
2.128;3.88666;-8.91595;-0.04854
2.163;3.95490;-8.93871;-0.19579
2.198;3.94412;-8.93631;-0.08206
2.233;3.94772;-8.90399;-0.14432
2.268;3.89026;-8.91476;-0.14311
2.303;3.95370;-8.96504;-0.16705
2.337;3.93695;-8.93272;-0.15149
2.372;3.89384;-8.94829;-0.15149
2.407;3.80885;-8.93752;-0.09044
2.442;2.92061;-8.96385;0.58832
2.477;-0.37621;-8.50894;-0.41006
2.512;-0.24573;-8.93990;-0.04616
2.550;-0.25171;-9.19847;0.05919
2.582;-0.23495;-9.58994;0.09750
2.617;-0.23735;-10.07954;0.10707
2.652;-0.20622;-10.61105;0.03166
2.687;-0.24214;-10.92230;0.13701
2.721;-0.17630;-11.31854;0.11786
2.756;-0.12721;-11.48135;0.11546
2.790;-0.05299;-11.50769;0.17651
2.826;-0.00990;-11.34846;0.12503
2.862;-0.00391;-11.07074;0.30699
2.901;0.09544;-10.71521;0.38721
2.932;0.14333;-10.29622;0.41115
2.966;0.23911;-9.84251;0.40515
3.001;0.25705;-9.55760;0.40515
3.036;0.29297;-9.31938;0.40276
3.070;0.28818;-9.22481;0.39558
3.106;0.27261;-9.26312;0.41115
3.141;0.25465;-9.46303;0.37283
3.177;0.25107;-9.80899;0.26151
3.210;0.22952;-10.23996;0.12024
3.250;0.21875;-10.62901;0.09630
3.281;0.11580;-11.02525;0.08792
3.314;0.04158;-11.31735;0.12144
3.350;-0.03624;-11.47296;0.16095
3.385;-0.11046;-11.47896;0.15376
3.419;-0.20981;-11.37361;0.15018
3.455;-0.24812;-11.06236;0.08194
3.490;-0.23615;-10.59789;0.07475
3.525;-0.28882;-10.17770;0.04483
3.562;-0.28763;-9.72041;0.05202
3.605;-0.29601;-9.23318;0.07715
3.630;-0.29601;-8.89801;0.04962
3.664;-0.29482;-8.70049;0.02927
3.699;-0.27686;-8.64542;0.05441
3.734;-0.30798;-8.76273;0.00891
3.770;-0.30438;-9.06441;0.02208
3.804;-0.28642;-9.46423;0.06279
3.840;-0.24454;-9.94786;0.10349
3.875;-0.26848;-10.44586;0.16335
3.911;-0.24094;-10.97018;0.22200
3.944;-0.27686;-11.13419;0.34889
3.978;-0.15953;-11.43585;0.32256
4.014;-0.13559;-11.42508;0.34291
4.049;-0.07814;-11.37001;0.33693
4.084;0.03918;-11.17490;0.29263
4.119;0.10023;-10.80260;0.23996
4.154;0.18883;-10.40157;0.22200
4.189;0.22952;-9.97659;0.25911
4.224;0.28099;-9.63422;0.19447
4.259;0.34564;-9.34093;0.07356
4.294;0.31093;-9.24756;0.09990
4.329;0.34683;-9.25114;0.08075
4.363;0.29178;-9.41754;0.07835
4.398;0.26065;-9.69289;0.09869
4.433;0.22833;-10.06039;0.04602
4.470;0.16847;-10.48895;0.10588
4.503;0.10023;-10.86844;0.11307
4.539;0.02003;-11.19763;0.06158
4.573;-0.05418;-11.41431;0.11665
4.609;-0.10806;-11.47775;0.16095
4.645;-0.16313;-11.39157;0.10349
4.678;-0.20264;-11.12820;0.12384
4.712;-0.26129;-10.71400;0.11067
4.747;-0.22897;-10.35608;0.11307
4.783;-0.28763;-9.71802;0.07236
4.818;-0.24094;-9.41037;0.13701
4.852;-0.26248;-9.05602;0.15616
4.888;-0.30438;-8.74956;0.17412
4.923;-0.28044;-8.69688;0.19327
4.958;-0.28403;-8.71126;0.20883
4.992;-0.30080;-8.96744;0.19925
5.027;-0.29242;-9.33853;0.20764
5.063;-0.28523;-9.78865;0.23636
5.098;-0.29002;-10.26270;0.25552
5.132;-0.25531;-10.71042;0.26390
5.167;-0.19785;-11.19763;0.33333
5.203;-0.18108;-11.36163;0.23398
5.238;-0.10686;-11.45860;0.17412
5.272;-0.02068;-11.41191;0.10828
5.307;0.03081;-11.24072;0.13341
5.342;0.11221;-10.89597;0.11786
5.377;0.16487;-10.51648;0.10828
5.412;0.21994;-10.09630;0.09271
5.447;0.23671;-9.73238;0.09032
5.482;0.28818;-9.43311;0.04962
5.518;0.30374;-9.29544;0.05800
5.551;0.28938;-9.27629;0.07835
5.586;0.27621;-9.36247;0.06996
5.622;0.26663;-9.60788;0.08194
5.656;0.21396;-9.95145;0.07117
5.691;0.20677;-10.35368;0.08792
5.726;0.07988;-10.72838;0.11307
5.761;0.08348;-11.10306;0.15497
5.796;-0.03743;-11.34846;0.13461
5.831;-0.08891;-11.47896;0.24953
5.867;-0.14636;-11.35565;0.31178
5.901;-0.17870;-11.20361;0.28186
5.935;-0.20741;-10.86604;0.27228
